"AppName","AppURL"
"Audiotool","https://chrome.google.com/webstore/detail/bkgoccjhfjgjedhkiefaclppgbmoobnk"
"Loupe Collage","https://chrome.google.com/webstore/detail/bhaonknplhhecdgjpphnooeomecgipkc"
"LibreCAD on rollApp","https://chrome.google.com/webstore/detail/gbalmmdepliaghihofedeopaacjfcgab"
"Bitmoji","https://chrome.google.com/webstore/detail/bfgdeiadkckfbkeigkoncpdieiiefpig"
"Scientific Calculator","https://chrome.google.com/webstore/detail/agmhcmdkikmcfbaflidhpapcepmkjdcp"
"Adobe Acrobat","https://chrome.google.com/webstore/detail/efaidnbmnnnibpcajpcglclefindmkaj"
"My Diary","https://chrome.google.com/webstore/detail/igfnkanfehhehlajnhpajibfcfgkaikl"
"Tab Resize - split screen layouts","https://chrome.google.com/webstore/detail/bkpenclhmiealbebdopglffmfdiilejc"
"OpenOffice Writer on rollApp","https://chrome.google.com/webstore/detail/aefnmlhnadcihhnfplfbmcmodoiannan"
"Google Keep - notes and lists","https://chrome.google.com/webstore/detail/hmjkmjkepdijhoojdojkdfohbdgmmhki"
"Duolingo on the Web","https://chrome.google.com/webstore/detail/aiahmijlpehemcpleichkcokhegllfjl"
"Progress Bar Timer","https://chrome.google.com/webstore/detail/lmnlbapfmmoaehepmgbkgfcgpddlhbko"
"Beatlab","https://chrome.google.com/webstore/detail/alnfdikmbdfgkcbdodjcbmedanjinmkk"
"Google Analytics Opt-out Add-on (by Google)","https://chrome.google.com/webstore/detail/fllaojicojecljbmefodhfapmkghcbnh"
"Global Issues In Context","https://chrome.google.com/webstore/detail/mipjkbpeeabmhjkjafceoikmnjlbkppc"
"Zoho Invoice Timer","https://chrome.google.com/webstore/detail/iehkgjmhdpofilpcgfkelniplfckagbo"
"My Diary","https://chrome.google.com/webstore/detail/adolnkbfnlkkefhlhnjogliicljjfnip"
"Outlook.com","https://chrome.google.com/webstore/detail/pfpeapihoiogbcmdmnibeplnikfnhoge"
"Remind","https://chrome.google.com/webstore/detail/jppddpkfhdojffabldnpdacpeoefcljp"
"Booktrack Studio","https://chrome.google.com/webstore/detail/kidknbkmfcapkiepmhchinffchkjglog"
"Streak CRM for Gmail","https://chrome.google.com/webstore/detail/pnnfemgpilpdaojpnkjdgfgbnnjojfik"
"Google Drawings","https://chrome.google.com/webstore/detail/mkaakpdehdafacodkgkpghoibnmamcme"
"The Mathist - The Joy of Math","https://chrome.google.com/webstore/detail/ehachmeohjhhbeehmhomikfanodljcnb"
"Scientific Calculator","https://chrome.google.com/webstore/detail/npoipmeppdioagbkigdlnpmjphnolaog"
"EDpuzzle: Make any video your lesson","https://chrome.google.com/webstore/detail/oligonmocnihangdjlloenpndnniikol"
"Planner 5D - Interior Design","https://chrome.google.com/webstore/detail/mcafejemebbngbglfoinpoaannbihjna"
"ExploringPhysics","https://chrome.google.com/webstore/detail/kklieabdjnojdopjnjcdhebcgpeofcig"
"Ultra Timer","https://chrome.google.com/webstore/detail/laohhcnmipbidhjomikgbmdgckopbgnb"
"Splash Math - Kindergarten & Grades 1,2,3,4,5","https://chrome.google.com/webstore/detail/jnhgahdncfnbbceeeoogallakggdjkdp"
"RealtimeBoard Extension","https://chrome.google.com/webstore/detail/ecfnenchgjbicgaooadfdmcojkcmjblk"
"Zendesk Support for Gmail (Beta)","https://chrome.google.com/webstore/detail/eljjcilhbofoldgllkadbgkohgmdoken"
"Flat for Education - Music notation editor","https://chrome.google.com/webstore/detail/nomkpimaohgaamiipecibpchogmfhgba"
"EasyBib Toolbar","https://chrome.google.com/webstore/detail/hmffdimoneaieldiddcmajhbjijmnggi"
"Bookmark Manager","https://chrome.google.com/webstore/detail/gmlllbghnfkpflemihljekbapjopfjik"
"Google Maps","https://chrome.google.com/webstore/detail/lneaknkopdijkpnocmklfnjbeapigfbh"
"Movenote Chrome App","https://chrome.google.com/webstore/detail/cfgphlmgfikeaimfpfgiklccjhmcihnk"
"piZap Extension","https://chrome.google.com/webstore/detail/okkhakdhndfahinanaadokakjeeobdak"
"Literature Resource Center","https://chrome.google.com/webstore/detail/cnilelbdpjaanpmjmnmnodboicfgedeh"
"WeVideo - Video Editor and Maker","https://chrome.google.com/webstore/detail/okgjbfikepgflmlelgfgecmgjnmnmnnb"
"ScreenShare","https://chrome.google.com/webstore/detail/ilikegbphpdmfjbmipgclmbhloghljag"
"Wunderlist for Chrome","https://chrome.google.com/webstore/detail/ojcflmmmcfpacggndoaaflkmcoblhnbh"
"Doodle","https://chrome.google.com/webstore/detail/jbmblniplnhgnnhbefhegahmajplfbnb"
"Web Clipper (Nimbus)","https://chrome.google.com/webstore/detail/kiokdhlcmjagacmcgoikapbjmmhfchbi"
"scrible","https://chrome.google.com/webstore/detail/ncjdkbfljbfclahddicjlandcamhkpii"
"Google Voice (by Google)","https://chrome.google.com/webstore/detail/kcnhkahnjcbndmmehfkdnkjomaanaooo"
"Fun with Anatomy: 3D Skeletal Edition","https://chrome.google.com/webstore/detail/edaipbgjneincgihdfdbmjfeobinapea"
"Native Video Recorder","https://chrome.google.com/webstore/detail/adpmbpjeaogcnegjcpgdabnilfdkfdnd"
"Capital Master","https://chrome.google.com/webstore/detail/jfikddmmlnbnolfahlgnihagfalmngal"
"FedEx Office® Print Online","https://chrome.google.com/webstore/detail/gpchknigbflkdkdoakaadjnpjfbjojdh"
"Planner 5D","https://chrome.google.com/webstore/detail/gjfkgdpkecnmfcgfpfibpcnkeakahllc"
"Calculator","https://chrome.google.com/webstore/detail/gebiheilikanaahecmhecdnfnhhekjfg"
"Sunrise for Google Calendar","https://chrome.google.com/webstore/detail/fmjolpmacffkcohajfojifclfhcignem"
"PicMonkey","https://chrome.google.com/webstore/detail/fgdgokchhicmaiacmgegjnppjkgogdhm"
"Omnibox Timer","https://chrome.google.com/webstore/detail/iooaeaogjngpihndkcednkblomlkaaif"
"Symbaloo","https://chrome.google.com/webstore/detail/dfnbdccaiknlpdgabdgjijniolkgmoeh"
"StudyBlue","https://chrome.google.com/webstore/detail/hiicppnmnhhkaaboclnefgkbnpkompmh"
"Thesaurus.com - Quick Search Thesaurus","https://chrome.google.com/webstore/detail/nhpgoichbclcglngmddjhdlagmdloeel"
"Web Paint","https://chrome.google.com/webstore/detail/emeokgokialpjadjaoeiplmnkjoaegng"
"CodeCombat","https://chrome.google.com/webstore/detail/lakhjipibopbckhkaokkojaaekahboea"
"InfoTrac Business Collection","https://chrome.google.com/webstore/detail/fejpgchhkblijckedbfgngonnjmdieih"
"timeStats","https://chrome.google.com/webstore/detail/ejifodhjoeeenihgfpjijjmpomaphmah"
"Timer","https://chrome.google.com/webstore/detail/hhclmngbkkejbdfjmicnkmoggfpehein"
"Nearpod","https://chrome.google.com/webstore/detail/cenpjcpgdbogmgdfhhckdbnepedjkmok"
"1-click-timer","https://chrome.google.com/webstore/detail/igloknlllonknnbkfgggfkigmeegmakf"
"Draftback","https://chrome.google.com/webstore/detail/nnajoiemfpldioamchanognpjmocgkbg"
"Co:Writer Universal (Chrome App)","https://chrome.google.com/webstore/detail/lahlmdogjpblkonckkgbljegkiijjbag"
"Weebly Site Detection","https://chrome.google.com/webstore/detail/hafhilhhmfljhlgkcnpmkephidgbiman"
"PicMonkey Extension","https://chrome.google.com/webstore/detail/dhipmoghimfdldnocmopeoanjmoolofl"
"Checker Plus for Google Drive™","https://chrome.google.com/webstore/detail/pppfmbnpgflleackdcojndfgpiboghga"
"Booktrack Classroom","https://chrome.google.com/webstore/detail/odmndfiaonleilpbajajkijoihjemocc"
"Quora - Save to Pocket","https://chrome.google.com/webstore/detail/lllehdhoocnpkkhpnoonnpcfcjmnmlil"
"App Launcher for Google Maps","https://chrome.google.com/webstore/detail/lmiegoigendlbmjjllhjmkjenjechmhg"
"qSnap: Screen Capture, Screenshot, Annotation","https://chrome.google.com/webstore/detail/bijakfpegjnjmfdoiloebhaemhomjkon"
"Save to 4shared","https://chrome.google.com/webstore/detail/adnkagodbfngmdajbbocegjnllfmdaie"
"Archiver on rollApp","https://chrome.google.com/webstore/detail/hgjiaihghiehnmgoeapjkimbbahpinlp"
"Save to Google Drive","https://chrome.google.com/webstore/detail/gmbmikajjgmnabiglmofipeabaddhgne"
"Number Rack, by The Math Learning Center","https://chrome.google.com/webstore/detail/pdblapgbfbphhldogcijidlkbcgokfkc"
"Poll Everywhere for Google Slides","https://chrome.google.com/webstore/detail/jeehnidbmlhpkncbplipfalpjkhlokaa"
"Speed Dial 2","https://chrome.google.com/webstore/detail/jpfpebmajhhopeonhlcgidhclcccjcik"
"Zoho Forms - Build efficient online forms","https://chrome.google.com/webstore/detail/bfkapjokifmbkelnoiiekmihffndcioo"
"VideoNot.es","https://chrome.google.com/webstore/detail/gfpamkcpoehaekolkipeomdbaihfdbdp"
"Speak It!","https://chrome.google.com/webstore/detail/fginjphhpgkicbhibgafbpfjeahmjdfc"
"LanSchool Web Helper","https://chrome.google.com/webstore/detail/honjcnefekfnompampcpmcdadibmjhlk"
"Mic Note -Voice Recorder & Notepad","https://chrome.google.com/webstore/detail/nhkoenoennbjnibepkjdheodiaojdgpk"
"Movenote for Google Drive™","https://chrome.google.com/webstore/detail/cncockmkadmineiddbpnakjabfdpldhd"
"Socrative Student","https://chrome.google.com/webstore/detail/nblhpecglllndfihipmpdoikimcmgkha"
"Timer","https://chrome.google.com/webstore/detail/keajpdeigjicancnhaknebefgekooiof"
"DiigoLibrary","https://chrome.google.com/webstore/detail/gjcdpllhpaccbjienlfheepklajinjpj"
"MyVocab","https://chrome.google.com/webstore/detail/npfplmfmbflbcffpkpgmhpinemlimnnc"
"Gale eBooks (GVRL)","https://chrome.google.com/webstore/detail/hblgdjhpilgpeolphafiipidojmkdpam"
"CES Typing Agent","https://chrome.google.com/webstore/detail/mdkggmbfjapelliifekmaphipljomigm"
"NoRedInk","https://chrome.google.com/webstore/detail/gbkjhclpbchhhcoaedejpkdpmcgpghld"
"Task Timer Pro","https://chrome.google.com/webstore/detail/dddgjgcemjgkhgeekbooigaiilbklkbm"
"Britannica School","https://chrome.google.com/webstore/detail/oagpjphihmkjmncemhplbefpkcalfnik"
"myHomework Student Planner","https://chrome.google.com/webstore/detail/pembccdigcahnckbjcbehhcacplbbomj"
"Vim on rollApp","https://chrome.google.com/webstore/detail/iclicjdkmddehpfpngcoappmfcagbman"
"Typing Agent","https://chrome.google.com/webstore/detail/mochklkahnceihomooabomcgemodiogi"
"BeFunky Photo Editor","https://chrome.google.com/webstore/detail/apfkepiiddolifkgjmfdgpnipgnfejab"
"Zoho Creator: Build your own business apps","https://chrome.google.com/webstore/detail/nofehepmdbjefcijnipgmgajkljmabhj"
"Zoho Books - Accounting App","https://chrome.google.com/webstore/detail/bofkljikicigiihfejbhanejhmbchdji"
"ExitTicket","https://chrome.google.com/webstore/detail/epeghedgnjnkihgfaajfdgdnfadfajcj"
"Noisli Presets","https://chrome.google.com/webstore/detail/njkoflafigjlbfcijcflnbgnnogcgpmj"
"Last.fm free music player","https://chrome.google.com/webstore/detail/bbncpldmanoknoahidbgmkgobgmhnafh"
"Session Buddy","https://chrome.google.com/webstore/detail/edacconmaakjimmfgnblocblbcdcpbko"
"Money Pieces, by The Math Learning Center","https://chrome.google.com/webstore/detail/bkidjlafelhjjkdhlbmbpneaofghikcg"
"Zoho Sheet","https://chrome.google.com/webstore/detail/jhegddohmncgelkehhnigphmloinkinj"
"OpenOffice Impress on rollApp","https://chrome.google.com/webstore/detail/leaimdimfaglihjcefaikgbpjdfngmbc"
"Bit.ly","https://chrome.google.com/webstore/detail/epdgnnildheopikdpdooanjlafgndmmk"
"TripAdvisor Browser Button","https://chrome.google.com/webstore/detail/oiekdmlabennjdpgimlcpmphdjphlcha"
"Britannica School","https://chrome.google.com/webstore/detail/bmpgjhbbkjggcedenjmgaembjfjfeiec"
"Open With Google Docs","https://chrome.google.com/webstore/detail/ekbfdcmlmihblaacdcfedoplienplpob"
"Geoboard, by The Math Learning Center","https://chrome.google.com/webstore/detail/gaakmmdiopnmcenkojohldanladpajak"
"Movenote for Education","https://chrome.google.com/webstore/detail/fdhhpolibfeihcdjjgkkoihbdbioejmh"
"Storybird","https://chrome.google.com/webstore/detail/khnkljecljfpgcoafnmoaanlhepgbfof"
"Number Pieces","https://chrome.google.com/webstore/detail/fhcpnppigjdhghbohcbogmmhmfkobgbm"
"Smartsheet Office Collaboration","https://chrome.google.com/webstore/detail/eonohbhjgpdkfannkfhajigjafbejlfe"
"TripAdvisor review","https://chrome.google.com/webstore/detail/ofcphjbpkbbnjdikbbmkobgofpiahpae"
"Padlet Mini","https://chrome.google.com/webstore/detail/kcljbbiddpoeaknnjaminoceoojdbikp"
"Nimbus Screenshot & Screen Video Recorder","https://chrome.google.com/webstore/detail/bpconcjcammlapcogcnnelfmaeghhagj"
"Boomerang for Gmail","https://chrome.google.com/webstore/detail/mdanidgdpmkimeiiojknlnekblgmpdll"
"Cloudy Calculator","https://chrome.google.com/webstore/detail/acgimceffoceigocablmjdpebeodphgc"
"Google Docs","https://chrome.google.com/webstore/detail/aohghmighlieiainnegkcijnfilokake"
"LibreOffice Impress on rollApp","https://chrome.google.com/webstore/detail/aphkpmfcmpjnlnfilmgokeohlbealone"
"Book Review Index Plus","https://chrome.google.com/webstore/detail/ehhgeaalhceapggpdajmffbpnpkkiomk"
"Number Line, by The Math Learning Center","https://chrome.google.com/webstore/detail/ociighkhkffcoplfkofojilfjholclge"
"Google Play Music","https://chrome.google.com/webstore/detail/icppfcnhkcmnfdhfhphakoifcfokfdhg"
"Goobric for Students","https://chrome.google.com/webstore/detail/mpgknomjjgfnghhmhnhgpmanpkccgkoc"
"Save Text to Google Drive™","https://chrome.google.com/webstore/detail/gkcckpoladnboalokmkldjabamjpkafo"
"Weebly - Website Builder","https://chrome.google.com/webstore/detail/cnocophcbjfiimmnhlhleaooedeheifb"
"Google Play Books","https://chrome.google.com/webstore/detail/mmimngoggfoobjdlefbcabngfnmieonb"
"Mercury Reader","https://chrome.google.com/webstore/detail/oknpjjbmpnndlpmnhmekjpocelpnlfdi"
"Study Planner - Gets Homework & Essays Done","https://chrome.google.com/webstore/detail/oigefcidhkeifchgbnknfmgdapejholn"
"Chrome Remote Desktop","https://chrome.google.com/webstore/detail/gbchcmhmhahfdphkhkmpfmihenigjmpp"
"Highlight tool","https://chrome.google.com/webstore/detail/bocgmaooafgikalnonpaccinefpncobc"
"Flash Cards : State and Capital","https://chrome.google.com/webstore/detail/dapooeiklofhnphblcgjhhicclgiiefp"
"Movenote EDU","https://chrome.google.com/webstore/detail/gebafkpljhalldhbhnlkiffdkfdigeip"
"Clipboard History 2","https://chrome.google.com/webstore/detail/ajiejmhbejpdgkkigpddefnjmgcbkenk"
"Scribus on rollApp","https://chrome.google.com/webstore/detail/eefjfbijdpikldldhdjngddehoakejdm"
"Britannica School","https://chrome.google.com/webstore/detail/hkiogedcgkpedpnedaakgmcndcoffomh"
"Bitly | Unleash the power of the link","https://chrome.google.com/webstore/detail/iabeihobmhlgpkcgjiloemdbofjbdcic"
"Kami - PDF and Document Markup","https://chrome.google.com/webstore/detail/iljojpiodmlhoehoecppliohmplbgeij"
"LanSchool Student","https://chrome.google.com/webstore/detail/ifeifkfohlobcbhmlfkenopaimbmnahb"
"Pattern Shapes, by The Math Learning Center","https://chrome.google.com/webstore/detail/moheohlmdhjkibapcidpmdponeaefnoi"
"RealtimeBoard: whiteboard for remote teams","https://chrome.google.com/webstore/detail/aajckemmkllkflncialohndfbedphaio"
"EDpuzzle","https://chrome.google.com/webstore/detail/aibecpgimejiilcodkhopfpbelohhppf"
"Tynker - Learn to code","https://chrome.google.com/webstore/detail/gpddnfaibnhicdkfemlinafcljmfimla"
"Padlet","https://chrome.google.com/webstore/detail/ppckapbnfhikdajgehibjapcohbaomhd"
"Fix Case","https://chrome.google.com/webstore/detail/fadobahpignjflibiopaejicbpdfokpb"
"RightTasks for Gmail™","https://chrome.google.com/webstore/detail/hgniockidojcaaolfcbbkaaakbjdebpe"
"GIMP on rollApp","https://chrome.google.com/webstore/detail/eodhmnkhmnkmimhckfpkgmbmcgjkaddo"
"RealtimeBoard: Whiteboard for Collaboration","https://chrome.google.com/webstore/detail/opfmbdmhambgleempeofcjjhjclimccg"
"Stopwatch & Timer","https://chrome.google.com/webstore/detail/eoiibkbchfmgmhlodifjceiginokllbj"
"Fractions, by The Math Learning Center","https://chrome.google.com/webstore/detail/ggebicodjlnlcnlnfmbnhihkmoblhmio"
"GeoGebra Exam","https://chrome.google.com/webstore/detail/gfonoieejibgldghefkbpbnhfggmfdpg"
"Academic OneFile","https://chrome.google.com/webstore/detail/pcgiepgdichioafceeeccbhhabndfanp"
"Google URL Shortener","https://chrome.google.com/webstore/detail/bmnjjjinhhbgfapfngmpekkbhefjfblj"
"DocHub - Edit and Sign PDF Documents","https://chrome.google.com/webstore/detail/adgncicbhbjfpijkdmbijninnhnmiblj"
"Clear Code","https://chrome.google.com/webstore/detail/glnikohjhmkofkfcphgbdlmhjdjffcmg"
"BIODIGITAL HUMAN","https://chrome.google.com/webstore/detail/agoenciogemlojlhccbcpcfflicgnaak"
"Plotly","https://chrome.google.com/webstore/detail/hfjjbcodmdgnpngccdnefheadifbmmei"
"Pushbullet","https://chrome.google.com/webstore/detail/chlffgpmiacpedhhbkiomidkjlcfhogd"
"Kids InfoBits","https://chrome.google.com/webstore/detail/llniajbaklhoobpookalbkmoeonlkgom"
"Pixabay","https://chrome.google.com/webstore/detail/jlhjblmeklcmhcijmppechpnjbhfpmoo"
"JSON Browser","https://chrome.google.com/webstore/detail/hngfgkmimoikmpohakflgadcajkfnoba"
"Emacs on rollApp","https://chrome.google.com/webstore/detail/abdpcofkmmncophopkfbcjnlfkdddlkf"
"Thesaurus.net Extension","https://chrome.google.com/webstore/detail/cphhoddmaaeajckodfdgnemocnhakjgm"
"CK-12","https://chrome.google.com/webstore/detail/ilmbnmigihncgeckjgmkehcgkdeohkhl"
"Screen Capture","https://chrome.google.com/webstore/detail/ghihpjhpgdepnohngpgfcmcijmkggpaf"
"HubSpot eSignatures by GetAccept","https://chrome.google.com/webstore/detail/dhiabblhplagmkfjfeepopdiidehnmlm"
"Infogram","https://chrome.google.com/webstore/detail/obbehilondpcjcenephlibigohkjgkna"
"Allow Copy","https://chrome.google.com/webstore/detail/abidndjnodakeaicodfpgcnlkpppapah"
"Smartsheet Sales","https://chrome.google.com/webstore/detail/hnponkmnoocdomoblkholjfbkeiaifkh"
"Any.do Extension","https://chrome.google.com/webstore/detail/kdadialhpiikehpdeejjeiikopddkjem"
"Plotly","https://chrome.google.com/webstore/detail/khajkhinhblhaenlhpodnblkmpdgclne"
"Snap&Read Universal","https://chrome.google.com/webstore/detail/mloajfnmjckfjbeeofcdaecbelnblden"
"Soundtrap for Education","https://chrome.google.com/webstore/detail/dlallcjfneldmakcbklbpbcgdbbkigfi"
"Official Quora Chrome Extension","https://chrome.google.com/webstore/detail/blgpiknoghkmnhcneegdaknfckbkphhd"
"Google Sites Templates","https://chrome.google.com/webstore/detail/ogmipfbbmnonoiinjeoipiogcadnebcb"
"Stop Motion Animator","https://chrome.google.com/webstore/detail/dhgmfcabdnkbdhelnooodefedbilcpho"
"Video Converter","https://chrome.google.com/webstore/detail/mcjjnhgakghmggnimjkldjmmpabhnhne"
"Cloud ePub Reader with Drive","https://chrome.google.com/webstore/detail/lgacpgleoilacekgmdkjdfmpjcpkcaok"
"Britannica appIconQuest","https://chrome.google.com/webstore/detail/jaajanoemkahadgfhmjanfakdkemjjdi"
"uBlock Origin","https://chrome.google.com/webstore/detail/cjpalhdlnbpafiamejdnhcphjbkeiagm"
"Google Dictionary (by Google)","https://chrome.google.com/webstore/detail/mgijmajocgfcbeboacabfgobmjgjcoja"
"Online Timer","https://chrome.google.com/webstore/detail/cmijogogehhbcpfjnggnmclcmafhdckl"
"Page Monitor","https://chrome.google.com/webstore/detail/ogeebjpdeabhncjpfhgdibjajcajepgg"
"My Teachers Diary","https://chrome.google.com/webstore/detail/kbadfhgldchkggbaljdkllecldopjlel"
"Fluency Tutor® for Google™","https://chrome.google.com/webstore/detail/ejajakfhhhhkifioabcekjjlhpoiijfa"
"Literature Criticism Online","https://chrome.google.com/webstore/detail/hakmloamndihfnhebjlecdmadjbbfjmf"
"Loupe (Flickr Explore)","https://chrome.google.com/webstore/detail/cklcbmdhngbbedacjmlleeilnkkgcngp"
"Coding with Chrome","https://chrome.google.com/webstore/detail/becloognjehhioodmnimnehjcibkloed"
"Stopwatch / Timer / Alarm","https://chrome.google.com/webstore/detail/pmbmdkichekkmkgbohcbpfehiekdjnpl"
"QuizCards: World Capitals","https://chrome.google.com/webstore/detail/nikenaeclebghemphbkfedjndafkfjan"
"CloudConvert","https://chrome.google.com/webstore/detail/hfpmbfgodkfcebpgheiedaddoikmljkk"
"Smartsheet HR","https://chrome.google.com/webstore/detail/efliaclebbnefnippkalknpcbobooiaf"
"Pixlr Express","https://chrome.google.com/webstore/detail/hojmjpdlmjopaeginhldhiokeidchjid"
"Type Fu","https://chrome.google.com/webstore/detail/pofoighmmpljaikjiidkkfhldjndfdbk"
"Zoho Survey: Make surveys and questionnaires","https://chrome.google.com/webstore/detail/ajdnphhobglehkmcmfkbhiagkbpcdiga"
"Desmos Test Mode","https://chrome.google.com/webstore/detail/ppkkplnhefiifjmgokbhhjebbddhiipf"
"Notebook Web Clipper","https://chrome.google.com/webstore/detail/cneaciknhhaahhdediboeafhdlbdoodg"
"TabCloud","https://chrome.google.com/webstore/detail/npecfdijgoblfcgagoijgmgejmcpnhof"
"Google Mail Checker","https://chrome.google.com/webstore/detail/mihcahmgecmbnbcchbopgniflfhgnkff"
"MyMusicCloud","https://chrome.google.com/webstore/detail/plaelelbkmommhmjlepigoiepmdaihbk"
"HP Print for Chrome","https://chrome.google.com/webstore/detail/cjanmonomjogheabiocdamfpknlpdehm"
"Clearly Bookmarks","https://chrome.google.com/webstore/detail/dnkcfoigabepbebfpbgojpgegdknokhh"
"Cisco WebEx Extension","https://chrome.google.com/webstore/detail/jlhmfgmfgeifomenelglieieghnjghma"
"Google Calendar (by Google)","https://chrome.google.com/webstore/detail/gmbgaklkmjakoegficnlkhebmhkjfich"
"Trello","https://chrome.google.com/webstore/detail/dmdidbedhnbabookbkpkgomahnocimke"
"Google Translate","https://chrome.google.com/webstore/detail/aapbdbdomjkkjkaonfhkkikfgjllcleb"
"Movenote for Gmail™","https://chrome.google.com/webstore/detail/odgidgkhpecdgiknllkdgcapbpiakbbl"
"DOC To PDF - Convert Word To PDF","https://chrome.google.com/webstore/detail/edicbnelggokkleolmdenmjimmhhjece"
"TabCloud+","https://chrome.google.com/webstore/detail/gdblbdiknpeibhjdmalponblhfofiljk"
"LastPass: Free Password Manager","https://chrome.google.com/webstore/detail/hdokiejnpimakedhajhdlcegeplioahd"
"LibreOffice Calc on rollApp","https://chrome.google.com/webstore/detail/bclbclclgmmigcadnicnjimilaoenlgn"
"Power Thesaurus","https://chrome.google.com/webstore/detail/hhnjkanigjoiglnlopahbbjdbfhkndjk"
"Save to Pocket","https://chrome.google.com/webstore/detail/niloccemoadcdkdjlinkgdfekeahmflj"
"MindMup 2.0 - Free Mind Map web site","https://chrome.google.com/webstore/detail/mkgkheknpfngchmoaognoilfanomldfl"
"Seesaw: The Learning Journal","https://chrome.google.com/webstore/detail/adnohgfkodfphemhddnmikhflkolfjfh"
"Thesaurus: Synonym 4 Right Click","https://chrome.google.com/webstore/detail/lpkpcliecpgjbkffooidajhakoidhidh"
"Encyclopaedia Britannica","https://chrome.google.com/webstore/detail/onofmbclkpckhddkldoecfdhkglpjmbh"
"Speech Recognition & Translation","https://chrome.google.com/webstore/detail/jjgohjmefljmabkekbfgfhockfegohfp"
"Timer","https://chrome.google.com/webstore/detail/hepmlgghomccjinhcnkkikjpgkjibglj"
"usecubes","https://chrome.google.com/webstore/detail/bpbhakojlbckohllnekbaoilljblfpbi"
"Case Changer","https://chrome.google.com/webstore/detail/elghoalipakffolonjmojckmfdaebnpb"
"Documents Automation for Nimble CRM","https://chrome.google.com/webstore/detail/gjcikidnkpgfdaeccaaipfplpbhjoioe"
"Modation","https://chrome.google.com/webstore/detail/mceoomlpmmmghcdfammgcjnhdnnambef"
"Scientific Calculator, Unit Converter","https://chrome.google.com/webstore/detail/bgmpihgoifaloiioeljglibeljpkoefo"
"Google Calendar","https://chrome.google.com/webstore/detail/ejjicmeblgpmajnghnpcppodonldlgfn"
"Google Apps Script","https://chrome.google.com/webstore/detail/eoieeedlomnegifmaghhjnghhmcldobl"
"Brackets on rollApp","https://chrome.google.com/webstore/detail/loaliagmjmjbnoofnckpbbnjcoooodgk"
"Nearpodize","https://chrome.google.com/webstore/detail/obaclhgeioenpfkcekijanhfbfhhbkig"
"Pocket","https://chrome.google.com/webstore/detail/mjcnijlhddpbdemagnpefmlkjdagkogk"
"Any.do","https://chrome.google.com/webstore/detail/nnabchgfejpoeagdllfaphmedgkhejpl"
"Britannica Library","https://chrome.google.com/webstore/detail/dljhbmbhdenbemjpfhhdgenkpiingomk"
"App Maker - Make an App","https://chrome.google.com/webstore/detail/pfiiehjinkddkpdbblgcjgnogmnlophp"
"Notebook","https://chrome.google.com/webstore/detail/hoecnkggfbggadilpmdhpmocnokhpgmp"
"Home - New Tab Page","https://chrome.google.com/webstore/detail/ehhkfhegcenpfoanmgfpfhnmdmflkbgk"
"Stylish - Custom themes for any website","https://chrome.google.com/webstore/detail/fjnbnpbmkenffdnngjfgmeleoegfcffe"
"Momentum","https://chrome.google.com/webstore/detail/laookkfknpbbblfpciffpaejjkokdgca"
"Pinterest Save Button","https://chrome.google.com/webstore/detail/gpdjojdkbbmdfjfahjcgigfpmkopogic"
"Chromebook Recovery Utility","https://chrome.google.com/webstore/detail/jndclpdbaamdhonoechobihbbiimdgai"
"Checker Plus for Gmail™","https://chrome.google.com/webstore/detail/oeopbcgkkoapgobdbedcemjljbihmemj"
